2.609846,-0.504190,-5.949864,1.886310,1.912992,6.494659,1
1.067027,-1.079893,-0.719255,3.245618,-1.108421,-3.673152,1
-0.587971,1.677941,0.409710,1.286855,2.876542,-2.919862,1
-1.631376,-0.310702,3.387339,-0.412670,-4.571333,-1.803320,1
-1.531396,1.115213,5.206898,0.080640,4.190854,0.298422,1
5.860163,0.248418,0.784020,-3.826437,6.405255,2.977619,1
-1.770801,0.719013,1.537442,-1.238786,0.480242,2.650208,1
0.581461,1.307216,6.943163,-3.984407,1.588755,1.723936,1
6.397976,-1.326464,4.160578,10.483873,3.801641,-0.388589,1
0.874150,-1.583106,-2.305687,8.134023,4.103096,1.497749,1
-4.109511,-0.491855,-1.505594,-3.664251,5.978424,-1.024438,1
1.955496,-2.301807,3.830869,-1.019264,-0.189768,-0.367717,1
-1.413116,-1.261847,-1.002982,1.728245,-3.704969,-0.898243,1
1.403261,3.213375,-1.149940,1.908810,5.964291,-2.623821,1
1.195082,-2.001186,3.390015,0.769895,1.734981,-0.076573,1
-3.586816,3.010342,-0.677132,2.441807,3.889476,1.987617,1
1.858220,-0.147882,-1.727938,-3.782339,0.773703,-4.287572,1
-3.521214,-1.695712,0.804400,3.708096,-4.276192,-1.389679,1
1.907826,-0.005838,-0.155361,-0.289864,2.187494,4.264526,1
3.111842,5.878557,-0.910464,7.077783,1.697125,4.636968,1
-3.162533,-1.347538,-1.092096,-0.031682,-0.842824,3.139915,1
3.966941,-2.895109,-1.013228,-1.649904,-0.065305,-3.769837,1
0.364498,-1.231719,1.436243,-0.197473,-0.720556,3.643079,1
2.523814,0.253362,0.135901,-4.741221,-5.136593,0.143860,1
1.819869,5.122919,0.702805,-2.334588,2.332926,3.576039,1
-3.718509,-4.288897,-3.299861,-0.519693,0.682408,-0.604168,1
-0.077349,-2.595997,0.315997,4.950856,3.530374,4.158755,1
-3.287070,-0.880093,-5.772132,1.977449,2.511330,5.039021,1
0.526514,-3.173516,-1.600732,-3.081881,6.128609,-1.249550,1
-3.110484,-0.231416,1.893497,-4.361507,1.517998,0.686753,1
0.036841,4.836906,4.748111,4.917030,0.866141,3.731267,1
3.461357,2.347574,0.016507,1.915242,-1.504537,-0.455493,1
2.825758,5.569067,-6.375953,-5.081484,4.601914,1.889223,1
