-3.928621,15.746931,0.193856,-4.583150,-8.897798,-0.658794,-11.265112,-6.312454,13.258448,-16.152133,2.788449,14.419883,0
-4.677629,20.489429,-13.192595,-4.454987,-2.881103,3.016607,-12.254285,-12.365206,8.653508,-7.560753,3.912458,20.945958,0
4.686281,18.026504,-2.698617,4.872293,-1.051446,-12.741133,2.748102,-19.427364,0.607507,5.476785,-0.437338,16.082793,0
-2.529015,21.028141,-6.824253,-8.311570,-11.379668,-0.580104,-5.588896,-11.666398,18.394566,-11.514643,-3.051267,7.650622,0
0.422480,12.881579,0.967765,6.129075,-7.825360,-13.980269,3.502016,-10.480549,5.672078,6.245862,-3.555146,17.152035,0
-3.958827,14.516248,-12.226266,-3.816317,-7.548565,-3.156633,-4.924611,-3.705212,19.922112,-3.483452,-2.484777,12.985028,0
-2.094786,13.385657,-8.718855,-6.129905,-7.700101,-4.979230,-7.294833,-11.425153,26.810543,-1.054992,9.596957,14.571062,0
-2.710530,10.199299,-7.372337,-15.138358,-7.178620,-3.099307,-7.053825,-10.654792,11.861909,-8.159156,2.531358,19.914267,0
5.626972,12.870356,0.391810,9.192012,-3.546796,-12.464195,5.129440,-10.539567,7.214761,7.670874,2.841451,17.955194,0
-1.908391,12.942825,-1.152485,7.462389,-7.695395,-16.262665,5.915916,-11.391004,1.299400,5.443055,-0.985816,13.629593,0
5.650011,17.735329,-8.758116,2.083353,-1.203986,-16.441108,8.075350,-22.574714,3.594035,3.082848,-1.324414,25.140126,0
-9.829965,12.491053,-25.390846,-4.868986,5.773039,9.181052,-17.601825,-5.149884,12.158064,-16.780861,0.763631,4.217250,0
9.109533,16.038785,-2.227944,2.477663,2.190078,-6.857040,1.920006,-18.731091,4.278066,6.439481,1.084415,18.283939,0
-2.644645,18.718630,-2.974531,1.939814,-1.156156,-7.824449,2.808373,-7.566590,-0.379350,10.555721,2.196226,17.688593,0
-7.228515,16.580727,-19.842417,-1.903407,-10.597121,-4.386629,-10.261346,-10.108134,10.891171,-7.919492,-5.909535,21.715437,0
4.507466,11.696724,-1.003096,-0.953320,-5.746399,-7.843768,-3.700698,-9.177686,0.797364,3.508386,0.210569,13.397328,0
9.857403,15.602829,-1.815171,6.533687,-0.854544,-12.486780,6.465170,-11.769282,7.684703,11.772030,4.174584,21.592122,0
-1.152329,14.574089,-17.077814,-4.779888,-5.232616,-8.507266,-3.368971,-14.601550,24.265612,-8.553442,1.865362,13.092892,0
5.909814,18.058087,-1.679455,13.897584,0.927399,-13.318008,12.542123,-12.502673,5.472177,5.221662,4.747537,26.468737,0
-9.350654,11.715900,-22.092535,-8.258200,1.464774,5.642227,-15.966345,-3.770517,13.010138,-22.877402,-3.659007,7.728495,0
-9.011471,13.129584,-11.419825,-3.833240,-7.761892,-2.174629,-6.608876,-4.396223,13.302999,-13.872485,-1.477055,11.486821,0
-17.615829,23.794410,-30.468598,-5.995171,-1.574095,7.396649,-12.784527,-19.323334,9.439610,-18.637949,-5.899937,5.858216,0
3.641558,7.779642,-11.031939,-14.982686,-7.320865,4.733603,-16.027632,-16.250422,9.164611,-12.113497,2.377268,14.113847,0
-16.318294,22.055085,-23.029259,-4.176355,-2.432649,9.667169,-10.070559,-1.741188,8.915947,-15.428548,-1.451828,4.323257,0
-5.810386,19.377225,-8.463985,-1.491072,-8.248824,-1.740202,-14.391834,-18.030840,8.799529,-16.431615,3.110402,13.704333,0
-3.967258,16.014756,-3.498272,-2.834195,-3.709347,-5.837164,-3.494936,-15.745154,15.885632,-12.709877,1.052298,12.656707,0
6.885296,15.611774,0.355583,6.691008,0.402250,-15.307118,11.210799,-17.608856,8.934295,4.683212,-0.260575,23.579834,0
13.464482,14.907490,1.843277,10.076343,-1.953494,-6.738761,-2.687480,-13.602151,0.357433,10.510876,5.917439,21.040131,0
8.149199,11.269283,12.160797,7.347295,-5.160641,-8.666465,-0.869686,-12.860674,5.767749,1.024366,3.627722,18.781172,0
-5.033670,16.654067,-20.822200,-0.117674,2.150234,6.354949,-17.250033,-8.917183,14.181491,-15.506488,-0.977141,9.324292,0
-7.223920,17.698027,-12.659372,-3.273283,-9.830490,-6.117916,-2.899959,-14.325780,7.165183,-19.333262,-0.730810,10.618934,0
-12.465046,24.073036,-7.320575,-6.888416,-10.753877,1.928479,-1.385629,-6.701771,15.331876,-9.384755,-8.026320,16.891201,0
-7.012017,17.287823,-10.986314,-8.179807,-7.887142,-2.093244,-12.143340,-14.520193,10.210290,-10.783456,5.071959,16.344868,0
-13.338691,15.320377,-16.508565,-5.260550,-8.070581,5.981243,-19.488350,5.239570,9.910092,-9.984321,4.431615,8.872682,0
-0.987987,19.890470,0.959613,4.926335,-4.229604,-12.192903,6.898476,-13.465992,2.419702,3.080664,-2.440874,17.303441,0
8.317518,13.489884,4.481635,8.382372,-2.247703,-6.171868,2.723036,-11.866199,2.018464,11.331218,10.663641,11.765080,0
8.063856,19.080127,0.943636,9.374228,-4.048953,-10.995737,6.665121,-12.405740,2.082245,4.415499,0.064841,21.003212,0
-0.059322,15.361989,-4.011287,8.037065,-2.246420,-17.432554,12.880816,-18.032606,5.948831,2.185236,1.683588,18.183026,0
-8.642067,16.505302,-11.078943,-7.878141,-8.563698,-5.497112,-5.486567,-10.827189,13.954822,-16.260379,4.637152,11.406736,0
10.115525,10.715420,-5.383056,8.382926,2.625775,-15.159705,7.474507,-18.292508,8.738563,6.201432,7.577907,24.840767,0
-7.896302,10.936136,-26.469257,-2.310850,0.649249,5.892590,-12.644007,-6.695002,11.891952,-15.197268,3.349559,6.422645,0
-19.639930,18.301999,-3.528771,-3.597791,-13.923552,-8.891286,-2.234433,9.451589,15.435199,-4.349800,1.738626,16.276464,0
-15.125954,8.274676,-16.367031,-6.593519,-2.688537,0.913035,-18.698615,1.389965,6.987629,-27.029157,1.266121,1.562277,0
0.085296,9.534123,-8.529297,2.742355,-5.539130,-15.712295,1.604723,-15.211870,3.394472,1.479748,-0.107619,19.494214,0
-4.736163,9.830859,-18.277614,-0.403676,6.277823,6.327516,-19.170230,-2.451730,11.149911,-15.344506,1.299981,4.896327,0
-3.093626,19.854707,-9.177873,6.328408,-5.575314,-13.492191,7.197736,-14.911947,-2.364817,9.927272,8.993554,12.958630,0
-6.931709,27.674324,-9.680216,-11.243013,-10.199238,0.783129,-2.130492,-11.139056,8.015730,-15.757282,-3.319743,17.112649,0
