-6.778120,14.016346,-9.189663,2.143622,3.283004,-8.488006,15.741034,-9.451118,1.084671,3.586723,1
4.801994,17.595691,-11.881395,-0.008610,2.120274,3.755231,20.122210,-10.513118,-2.686239,2.404897,1
-14.332706,15.661521,-13.938068,9.504125,9.441737,-12.224347,15.128231,-13.669018,5.902877,8.490458,1
8.455595,14.649531,-9.520272,-5.588987,1.054741,8.514819,16.129705,-10.380923,-5.567458,-1.958046,1
2.890850,-1.644562,-11.789222,-11.210529,-2.282766,3.705323,-0.309828,-7.051938,-11.205975,-1.906628,1
0.088922,-0.584330,-6.811994,-5.777607,-0.321736,1.459265,-2.473424,-6.651509,-7.093514,0.409155,1
3.770632,12.390224,-14.867689,2.826211,4.227159,1.903198,12.252858,-15.791546,2.620027,4.490352,1
-1.494192,4.069386,-2.920918,-5.991514,3.775263,-3.411021,1.931886,-0.903812,-6.608915,2.540945,1
8.780301,-6.212337,-4.776298,-14.233440,-5.840291,7.405612,-4.176677,-5.400741,-12.520207,-7.789638,1
1.786762,-3.702020,-10.937016,-10.815442,-3.172987,2.780055,-4.383375,-11.982335,-11.083648,-5.385826,1
1.223629,5.706386,1.084887,-10.264540,2.899671,-0.523446,6.432461,2.306887,-10.664464,2.830067,1
5.088849,13.923277,-18.126590,-0.115948,3.446307,3.276149,14.253936,-18.863384,-1.283930,1.228276,1
2.852924,13.512743,-13.067965,-0.673628,2.065114,2.359622,16.546873,-12.189120,0.514392,2.339475,1
-6.068558,13.349042,-2.916456,3.427673,1.174194,-7.205217,12.622332,-2.748043,2.939786,2.595097,1
1.962271,-6.678162,-4.575593,-9.382002,-3.203361,2.442502,-6.548421,-3.893918,-7.938837,-5.136840,1
8.682980,-2.846687,-11.316742,-13.796213,-5.787816,10.530393,-1.482681,-13.744905,-13.728861,-4.038950,1
-0.882250,-5.332905,-4.124890,-9.552691,0.643794,-3.139853,-3.967935,-5.679403,-9.609445,-1.946542,1
-0.629942,-8.945526,-8.897614,-10.676753,-2.898864,0.055039,-7.929183,-5.621525,-8.432572,-3.257612,1
-4.225551,12.354616,-7.798827,-0.308923,-0.127923,-3.731718,14.536598,-8.328280,-2.248654,-0.194033,1
-6.826705,-8.248319,2.476929,-6.291063,-5.900558,-6.864694,-8.785407,3.360856,-7.383329,-3.012625,1
-5.260055,3.294140,-4.433927,-8.661415,2.377001,-4.139040,5.265048,-2.294418,-7.551211,2.597177,1
10.304505,5.794864,-8.002143,-12.153631,-0.503648,9.710409,4.626559,-9.905475,-11.505395,0.935315,1
2.137083,19.338618,-19.013531,2.975533,6.459963,3.785151,21.131706,-19.819138,0.435417,9.774803,1
-1.836211,-0.898434,-7.232209,-8.313403,2.016214,-4.241019,-0.677706,-7.544960,-8.378959,-2.173454,1
